Result Number,Entity  ID,Agency,Vendor ID,Recording Technique,Project,Event,Roll,Frame,Acquisition Date,Scale,Strip Number,Image Type,Quality,Cloud Cover,Photo ID,Flying Height in Feet,Film Length and Width,Focal Length,Stereo Overlap,Other,Center Latitude,Center Longitude,NW Corner Lat ,NW Corner Long,NE Corner lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
255,AR5780026677761,5,,2,78000,,002667,7761,1978/08/26,64416,0000,13,8,1,5780026677761,65003,229mm x 229mm,304.68 mm,5,,60°06'04.10"N,153°17'51.11"W,60°09'45.56"N,153°25'30.00"W,60°09'47.55"N,153°10'45.26"W,60°02'21.21"N,153°10'09.26"W,60°02'22.21"N,153°24'54.00"W,60.10114,-153.297531,60.162656,-153.425,60.163208,-153.17924,60.039226,-153.16924,60.039503,-153.415,AR5780026677761,AR5780026677761,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677761
256,AR5780026677762,5,,2,78000,,002667,7762,1978/08/26,64416,0000,13,8,1,5780026677762,65003,229mm x 229mm,304.68 mm,5,,60°06'04.33"N,153°11'08.58"W,60°09'46.46"N,153°18'48.56"W,60°09'48.46"N,153°04'01.63"W,60°02'20.76"N,153°03'25.63"W,60°02'21.76"N,153°18'12.56"W,60.101202,-153.185718,60.162906,-153.31349,60.16346,-153.06712,60.039099,-153.05712,60.039377,-153.30349,AR5780026677762,AR5780026677762,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677762
257,AR5780026677763,5,,2,78000,,002667,7763,1978/08/26,64416,0000,13,8,1,5780026677763,65003,229mm x 229mm,304.68 mm,5,,60°06'04.55"N,153°04'23.84"W,60°09'47.37"N,153°12'04.90"W,60°09'49.37"N,152°57'15.80"W,60°02'20.30"N,152°56'39.80"W,60°02'21.30"N,153°11'28.90"W,60.101265,-153.073288,60.163158,-153.20136,60.163713,-152.95439,60.038972,-152.94439,60.039251,-153.19136,AR5780026677763,AR5780026677763,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677763
258,AR5780026677538,5,,2,78000,,002667,7538,1978/08/26,65200,0000,13,8,0,5780026677538,65003,229mm x 229mm,304.68 mm,5,,60°11'51.86"N,153°12'42.02"W,60°15'30.33"N,153°20'13.34"W,60°15'37.42"N,153°05'28.68"W,60°08'13.38"N,153°05'10.68"W,60°08'06.32"N,153°19'55.34"W,60.19774,-153.211673,60.258426,-153.33704,60.260395,-153.0913,60.137051,-153.0863,60.135088,-153.33204,AR5780026677538,AR5780026677538,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677538
259,AR5780026677539,5,,2,78000,,002667,7539,1978/08/26,65200,0000,13,8,0,5780026677539,65003,229mm x 229mm,304.68 mm,5,,60°11'55.05"N,153°06'04.02"W,60°15'33.52"N,153°13'36.01"W,60°15'40.62"N,152°58'50.02"W,60°08'16.57"N,152°58'32.02"W,60°08'09.49"N,153°13'18.01"W,60.198624,-153.101117,60.259311,-153.22667,60.261282,-152.98056,60.137936,-152.97556,60.135969,-153.22167,AR5780026677539,AR5780026677539,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677539
260,AR5780026677540,5,,2,78000,,002667,7540,1978/08/26,65200,0000,13,8,0,5780026677540,65003,229mm x 229mm,304.68 mm,5,,60°11'58.24"N,152°59'24.67"W,60°15'36.71"N,153°06'57.35"W,60°15'43.82"N,152°52'09.98"W,60°08'19.76"N,152°51'51.98"W,60°08'12.67"N,153°06'39.35"W,60.199512,-152.990187,60.260198,-153.11593,60.262172,-152.86944,60.138823,-152.86444,60.136854,-153.11093,AR5780026677540,AR5780026677540,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677540
261,AR5780026677776,5,,2,78000,,002667,7776,1978/08/26,65875,0000,13,8,0,5780026677776,65003,229mm x 229mm,304.68 mm,5,,60°17'44.04"N,152°58'26.71"W,60°21'30.65"N,153°05'54.02"W,60°21'32.10"N,152°50'42.86"W,60°13'58.16"N,152°51'00.86"W,60°13'55.26"N,153°06'12.02"W,60.295566,-152.974087,60.358515,-153.09834,60.358916,-152.84524,60.232823,-152.85024,60.232017,-153.10334,AR5780026677776,AR5780026677776,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677776
262,AR5780026677777,5,,2,78000,,002667,7777,1978/08/26,65875,0000,13,8,0,5780026677777,65003,229mm x 229mm,304.68 mm,5,,60°17'43.09"N,153°05'11.26"W,60°21'30.00"N,153°12'47.99"W,60°21'31.45"N,152°57'36.00"W,60°13'56.91"N,152°57'36.00"W,60°13'54.00"N,153°12'47.99"W,60.295303,-153.086462,60.358333,-153.21333,60.358735,-152.96,60.232474,-152.96,60.231667,-153.21333,AR5780026677777,AR5780026677777,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677777
263,AR5780026677778,5,,2,78000,,002667,7778,1978/08/26,65000,0000,13,8,0,5780026677778,65003,229mm x 229mm,304.68 mm,0,,60°15'43.50"N,153°12'06.10"W,60°19'30.00"N,153°19'24.00"W,60°19'24.00"N,153°04'30.00"W,60°12'00.00"N,153°04'54.00"W,60°12'06.00"N,153°19'36.00"W,60.262084,-153.201695,60.325,-153.323333,60.323333,-153.075,60.2,-153.081667,60.201667,-153.326667,AR5780026677778,AR5780026677778,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677778
264,AR5780026677779,5,,2,78000,,002667,7779,1978/08/26,64833,0000,13,8,1,5780026677779,65003,229mm x 229mm,304.68 mm,5,,60°17'55.42"N,153°18'54.04"W,60°21'50.80"N,153°26'17.99"W,60°21'36.00"N,153°11'06.00"W,60°14'00.00"N,153°11'30.01"W,60°14'14.89"N,153°26'42.00"W,60.298729,-153.315012,60.364111,-153.43833,60.36,-153.185,60.233333,-153.19167,60.237469,-153.445,AR5780026677779,AR5780026677779,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677779
265,AR5780026677780,5,,2,78000,,002667,7780,1978/08/26,64833,0000,13,8,1,5780026677780,65003,229mm x 229mm,304.68 mm,5,,60°18'02.13"N,153°25'46.25"W,60°21'57.48"N,153°33'09.61"W,60°21'42.70"N,153°17'58.81"W,60°14'06.74"N,153°18'22.79"W,60°14'21.61"N,153°33'33.59"W,60.300592,-153.429513,60.365966,-153.55267,60.361861,-153.29967,60.235205,-153.30633,60.239336,-153.55933,AR5780026677780,AR5780026677780,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677780
266,AR5780026677710,5,,2,78000,,002667,7710,1978/08/26,65529,0000,13,8,0,5780026677710,65003,229mm x 229mm,304.68 mm,5,,59°53'36.01"N,153°05'31.50"W,59°57'24.00"N,153°12'31.86"W,59°57'24.00"N,152°57'43.13"W,59°49'48.00"N,152°58'31.12"W,59°49'48.00"N,153°13'19.88"W,59.893335,-153.092082,59.956667,-153.20885,59.956667,-152.96198,59.83,-152.97531,59.83,-153.22219,AR5780026677710,AR5780026677710,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677710
267,AR5780026677602,5,,2,78000,,002667,7602,1978/08/26,65500,0000,13,8,1,5780026677602,65003,229mm x 229mm,304.68 mm,5,,59°48'11.71"N,153°12'18.00"W,59°51'59.42"N,153°20'12.01"W,59°52'00.00"N,153°05'17.99"W,59°44'24.00"N,153°04'23.99"W,59°44'23.42"N,153°19'18.01"W,59.803253,-153.205,59.866506,-153.33667,59.866667,-153.08833,59.74,-153.07333,59.73984,-153.32167,AR5780026677602,AR5780026677602,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677602
268,AR5780026677580,5,,2,78000,,002667,7580,1978/08/26,65666,0000,13,8,1,5780026677580,65003,229mm x 229mm,304.68 mm,5,,59°48'07.52"N,155°38'53.91"W,59°51'27.10"N,155°46'59.99"W,59°52'18.00"N,155°32'06.00"W,59°44'48.00"N,155°30'47.99"W,59°43'56.91"N,155°45'42.01"W,59.802088,-155.648308,59.857527,-155.78333,59.871667,-155.535,59.746667,-155.51333,59.732476,-155.76167,AR5780026677580,AR5780026677580,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677580
269,AR5780026677684,5,,2,78000,,002667,7684,1978/08/26,65850,0000,13,8,1,5780026677684,65003,229mm x 229mm,304.68 mm,5,,59°41'47.68"N,155°19'03.14"W,59°45'30.71"N,155°26'32.82"W,59°45'36.40"N,155°11'44.84"W,59°38'04.34"N,155°11'32.82"W,59°37'59.28"N,155°26'20.83"W,59.696579,-155.31754,59.758531,-155.44245,59.760112,-155.19579,59.634538,-155.19245,59.633134,-155.43912,AR5780026677684,AR5780026677684,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677684
270,AR5780026677583,5,,2,78000,,002667,7583,1978/08/26,65500,0000,13,8,1,5780026677583,65003,229mm x 229mm,304.68 mm,5,,59°48'06.80"N,155°18'54.86"W,59°51'54.51"N,155°26'24.86"W,59°51'55.09"N,155°11'30.88"W,59°44'19.09"N,155°11'24.86"W,59°44'18.51"N,155°26'18.85"W,59.80189,-155.31524,59.865143,-155.44024,59.865304,-155.19191,59.738636,-155.19024,59.738476,-155.43857,AR5780026677583,AR5780026677583,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677583
271,AR5780026677582,5,,2,78000,,002667,7582,1978/08/26,65500,0000,13,8,1,5780026677582,65003,229mm x 229mm,304.68 mm,5,,59°48'06.55"N,155°25'33.43"W,59°51'54.26"N,155°33'03.42"W,59°51'54.84"N,155°18'09.43"W,59°44'18.83"N,155°18'03.42"W,59°44'18.25"N,155°32'57.44"W,59.80182,-155.425953,59.865072,-155.55095,59.865233,-155.30262,59.738564,-155.30095,59.738404,-155.54929,AR5780026677582,AR5780026677582,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677582
272,AR5780026677730,5,,2,78000,,002667,7730,1978/08/26,65600,0000,13,8,1,5780026677730,65003,229mm x 229mm,304.68 mm,5,,59°53'58.58"N,155°21'48.84"W,59°57'53.78"N,155°28'42.67"W,59°57'32.58"N,155°13'48.68"W,59°50'03.20"N,155°14'54.67"W,59°50'24.74"N,155°29'48.66"W,59.899606,-155.363567,59.964938,-155.47852,59.959049,-155.23019,59.834221,-155.24852,59.840205,-155.49685,AR5780026677730,AR5780026677730,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677730
273,AR5780026677581,5,,2,78000,,002667,7581,1978/08/26,65500,0000,13,8,1,5780026677581,65003,229mm x 229mm,304.68 mm,5,,59°48'06.28"N,155°32'12.00"W,59°51'54.00"N,155°39'42.01"W,59°51'54.58"N,155°24'47.99"W,59°44'18.57"N,155°24'42.01"W,59°44'18.00"N,155°39'36.00"W,59.801745,-155.536668,59.865,-155.66167,59.865161,-155.41333,59.738493,-155.41167,59.738333,-155.66,AR5780026677581,AR5780026677581,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677581
274,AR5780026677731,5,,2,78000,,002667,7731,1978/08/26,65600,0000,13,8,1,5780026677731,65003,229mm x 229mm,304.68 mm,5,,59°54'08.31"N,155°28'35.50"W,59°58'03.42"N,155°35'29.33"W,59°57'42.22"N,155°20'35.34"W,59°50'12.99"N,155°21'41.33"W,59°50'34.54"N,155°36'35.35"W,59.902308,-155.476529,59.967617,-155.59148,59.961728,-155.34315,59.836943,-155.36148,59.842927,-155.60982,AR5780026677731,AR5780026677731,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677731
275,AR5780026677732,5,,2,78000,,002667,7732,1978/08/26,65600,0000,13,8,1,5780026677732,65003,229mm x 229mm,304.68 mm,5,,59°54'18.02"N,155°35'22.18"W,59°58'13.07"N,155°42'16.02"W,59°57'51.87"N,155°27'22.00"W,59°50'22.79"N,155°28'28.02"W,59°50'44.34"N,155°43'22.01"W,59.905006,-155.589495,59.970296,-155.70445,59.964407,-155.45611,59.839665,-155.47445,59.845649,-155.72278,AR5780026677732,AR5780026677732,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677732
276,AR5780026677733,5,,2,78000,,002667,7733,1978/08/26,65600,0000,13,8,1,5780026677733,65003,229mm x 229mm,304.68 mm,5,,59°54'27.74"N,155°42'08.84"W,59°58'22.71"N,155°49'02.68"W,59°58'01.51"N,155°34'08.65"W,59°50'32.59"N,155°35'14.68"W,59°50'54.14"N,155°50'08.66"W,59.907706,-155.702455,59.972975,-155.81741,59.967086,-155.56907,59.842387,-155.58741,59.848371,-155.83574,AR5780026677733,AR5780026677733,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677733
277,AR5780026677621,5,,2,78000,,002667,7621,1978/08/26,65333,0000,13,8,1,5780026677621,65003,229mm x 229mm,304.68 mm,5,,59°36'00.95"N,154°37'27.59"W,59°39'48.14"N,154°44'39.91"W,59°39'46.95"N,154°29'56.69"W,59°32'13.45"N,154°30'14.69"W,59°32'15.24"N,154°44'57.91"W,59.600264,-154.624331,59.663373,-154.74442,59.663043,-154.49908,59.537069,-154.50408,59.537566,-154.74942,AR5780026677621,AR5780026677621,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677621
278,AR5780026677622,5,,2,78000,,002667,7622,1978/08/26,65333,0000,13,8,1,5780026677622,65003,229mm x 229mm,304.68 mm,5,,59°36'01.63"N,154°44'09.28"W,59°39'48.68"N,154°51'20.99"W,59°39'47.49"N,154°36'38.99"W,59°32'14.27"N,154°36'56.99"W,59°32'16.05"N,154°51'38.99"W,59.600452,-154.735911,59.663523,-154.85583,59.663193,-154.61083,59.537296,-154.61583,59.537792,-154.86083,AR5780026677622,AR5780026677622,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677622
279,AR5780026677623,5,,2,78000,,002667,7623,1978/08/26,65333,0000,13,8,1,5780026677623,65003,229mm x 229mm,304.68 mm,5,,59°36'02.30"N,154°50'49.80"W,59°39'49.22"N,154°58'00.91"W,59°39'48.03"N,154°43'20.10"W,59°32'15.08"N,154°43'38.10"W,59°32'16.86"N,154°58'18.91"W,59.600639,-154.847166,59.663673,-154.96692,59.663343,-154.72225,59.537521,-154.72725,59.538017,-154.97192,AR5780026677623,AR5780026677623,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677623
280,AR5780026677688,5,,2,78000,,002667,7688,1978/08/26,65850,0000,13,8,1,5780026677688,65003,229mm x 229mm,304.68 mm,5,,59°41'57.28"N,154°52'36.62"W,59°45'40.88"N,155°00'06.30"W,59°45'46.58"N,154°45'18.29"W,59°38'13.36"N,154°45'06.30"W,59°38'08.31"N,154°59'54.31"W,59.699244,-154.876838,59.761356,-155.00175,59.762938,-154.75508,59.637045,-154.75175,59.635642,-154.99842,AR5780026677688,AR5780026677688,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677688
281,AR5780026677687,5,,2,78000,,002667,7687,1978/08/26,65850,0000,13,8,1,5780026677687,65003,229mm x 229mm,304.68 mm,5,,59°41'54.87"N,154°59'13.25"W,59°45'38.34"N,155°06'42.95"W,59°45'44.03"N,154°51'54.94"W,59°38'11.10"N,154°51'42.95"W,59°38'06.05"N,155°06'30.92"W,59.698576,-154.987015,59.76065,-155.11193,59.762231,-154.86526,59.636418,-154.86193,59.635015,-155.10859,AR5780026677687,AR5780026677687,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677687
282,AR5780026677686,5,,2,78000,,002667,7686,1978/08/26,65850,0000,13,8,1,5780026677686,65003,229mm x 229mm,304.68 mm,5,,59°41'52.48"N,155°05'49.87"W,59°45'35.80"N,155°13'19.56"W,59°45'41.49"N,154°58'31.55"W,59°38'08.85"N,154°58'19.56"W,59°38'03.80"N,155°13'07.57"W,59.697911,-155.097187,59.759944,-155.2221,59.761525,-154.97543,59.635792,-154.9721,59.634388,-155.21877,AR5780026677686,AR5780026677686,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677686
283,AR5780026677685,5,,2,78000,,002667,7685,1978/08/26,65850,0000,13,8,1,5780026677685,65003,229mm x 229mm,304.68 mm,5,,59°41'50.07"N,155°12'26.51"W,59°45'33.26"N,155°19'56.21"W,59°45'38.95"N,155°05'08.20"W,59°38'06.59"N,155°04'56.21"W,59°38'01.54"N,155°19'44.18"W,59.697243,-155.207364,59.759238,-155.33228,59.760819,-155.08561,59.635165,-155.08228,59.633761,-155.32894,AR5780026677685,AR5780026677685,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677685
284,AR5780026677667,5,,2,78000,,002667,7667,1978/08/26,66153,0000,13,8,1,5780026677667,65003,229mm x 229mm,304.68 mm,5,,59°29'41.42"N,154°41'02.56"W,59°33'30.29"N,154°48'10.01"W,59°33'23.84"N,154°33'25.99"W,59°25'53.03"N,154°33'56.02"W,59°25'58.58"N,154°48'40.00"W,59.494839,-154.684045,59.558415,-154.80278,59.556622,-154.55722,59.431396,-154.56556,59.432939,-154.81111,AR5780026677667,AR5780026677667,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677667
285,AR5780026677624,5,,2,78000,,002667,7624,1978/08/26,65333,0000,13,8,1,5780026677624,65003,229mm x 229mm,304.68 mm,5,,59°36'02.98"N,154°57'29.09"W,59°39'49.76"N,155°04'39.61"W,59°39'48.57"N,154°49'59.99"W,59°32'15.89"N,154°50'17.99"W,59°32'17.67"N,155°04'57.61"W,59.600827,-154.958081,59.663822,-155.07767,59.663493,-154.83333,59.537747,-154.83833,59.538242,-155.08267,AR5780026677624,AR5780026677624,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677624
286,AR5780026677647,5,,2,78000,,002667,7647,1978/08/26,65333,0000,13,8,0,5780026677647,65003,229mm x 229mm,304.68 mm,5,,59°24'25.86"N,154°17'39.04"W,59°28'18.60"N,154°25'12.00"W,59°28'06.00"N,154°10'30.00"W,59°20'30.00"N,154°10'00.01"W,59°20'48.83"N,154°24'42.01"W,59.407183,-154.294178,59.471833,-154.42,59.468333,-154.175,59.341667,-154.16667,59.346898,-154.41167,AR5780026677647,AR5780026677647,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677647
287,AR5780026677646,5,,2,78000,,002667,7646,1978/08/26,65333,0000,13,8,0,5780026677646,65003,229mm x 229mm,304.68 mm,5,,59°24'33.09"N,154°24'24.03"W,59°28'24.32"N,154°31'52.50"W,59°28'11.76"N,154°17'13.49"W,59°20'38.75"N,154°16'49.51"W,59°20'57.51"N,154°31'28.49"W,59.409192,-154.406675,59.473423,-154.53125,59.469934,-154.28708,59.344096,-154.28042,59.349309,-154.52458,AR5780026677646,AR5780026677646,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677646
288,AR5780026677661,5,,2,78000,,002667,7661,1978/08/26,65714,0000,13,8,1,5780026677661,65003,229mm x 229mm,304.68 mm,5,,59°29'34.45"N,154°01'05.21"W,59°33'23.37"N,154°08'13.49"W,59°33'18.56"N,153°53'28.50"W,59°25'46.37"N,153°53'58.49"W,59°25'49.57"N,154°08'43.51"W,59.492904,-154.018114,59.556493,-154.13708,59.555155,-153.89125,59.429546,-153.89958,59.430436,-154.14542,AR5780026677661,AR5780026677661,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677661
289,AR5780026677662,5,,2,78000,,002667,7662,1978/08/26,65714,0000,13,8,1,5780026677662,65003,229mm x 229mm,304.68 mm,5,,59°29'36.28"N,154°07'49.23"W,59°33'25.58"N,154°14'58.02"W,59°33'20.75"N,154°00'12.02"W,59°25'47.83"N,154°00'42.01"W,59°25'51.04"N,154°15'28.01"W,59.493412,-154.130342,59.557105,-154.24945,59.555765,-154.00334,59.429952,-154.01167,59.430844,-154.25778,AR5780026677662,AR5780026677662,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677662
290,AR5780026677663,5,,2,78000,,002667,7663,1978/08/26,65714,0000,13,8,1,5780026677663,65003,229mm x 229mm,304.68 mm,5,,59°29'38.12"N,154°14'34.22"W,59°33'27.78"N,154°21'43.49"W,59°33'22.96"N,154°06'56.52"W,59°25'49.29"N,154°07'26.51"W,59°25'52.51"N,154°22'13.51"W,59.493923,-154.242839,59.557718,-154.36208,59.556377,-154.1157,59.430359,-154.12403,59.431252,-154.37042,AR5780026677663,AR5780026677663,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677663
291,AR5780026677664,5,,2,78000,,002667,7664,1978/08/26,65714,0000,13,8,1,5780026677664,65003,229mm x 229mm,304.68 mm,5,,59°29'39.97"N,154°21'23.21"W,59°33'30.00"N,154°28'30.00"W,59°33'25.16"N,154°13'41.99"W,59°25'50.78"N,154°14'17.99"W,59°25'54.00"N,154°29'06.00"W,59.494435,-154.356446,59.558333,-154.475,59.55699,-154.22833,59.430773,-154.23833,59.431667,-154.485,AR5780026677664,AR5780026677664,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677664
292,AR5780026677665,5,,2,78000,,002667,7665,1978/08/26,66153,0000,13,8,1,5780026677665,65003,229mm x 229mm,304.68 mm,5,,59°29'35.98"N,154°27'41.55"W,59°33'24.44"N,154°34'48.00"W,59°33'18.00"N,154°20'06.00"W,59°25'48.00"N,154°20'35.99"W,59°25'53.54"N,154°35'17.99"W,59.493329,-154.461543,59.556788,-154.58,59.555,-154.335,59.43,-154.34333,59.431539,-154.58833,AR5780026677665,AR5780026677665,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677665
293,AR5780026677619,5,,2,78000,,002667,7619,1978/08/26,65333,0000,13,8,1,5780026677619,65003,229mm x 229mm,304.68 mm,5,,59°35'59.59"N,154°24'00.58"W,59°39'47.06"N,154°31'14.09"W,59°39'45.86"N,154°16'28.49"W,59°32'11.81"N,154°16'46.49"W,59°32'13.61"N,154°31'32.09"W,59.599886,-154.400161,59.663072,-154.52058,59.66274,-154.27458,59.536614,-154.27958,59.537113,-154.52558,AR5780026677619,AR5780026677619,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677619
294,AR5780026677666,5,,2,78000,,002667,7666,1978/08/26,66153,0000,13,8,1,5780026677666,65003,229mm x 229mm,304.68 mm,5,,59°29'38.70"N,154°34'21.57"W,59°33'27.36"N,154°41'28.50"W,59°33'20.92"N,154°26'45.49"W,59°25'50.51"N,154°27'15.52"W,59°25'56.06"N,154°41'58.52"W,59.494083,-154.572658,59.5576,-154.69125,59.55581,-154.44597,59.430697,-154.45431,59.432238,-154.69959,AR5780026677666,AR5780026677666,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677666
295,AR5780026677620,5,,2,78000,,002667,7620,1978/08/26,65333,0000,13,8,1,5780026677620,65003,229mm x 229mm,304.68 mm,5,,59°36'00.27"N,154°30'44.70"W,59°39'47.60"N,154°37'57.61"W,59°39'46.41"N,154°23'13.20"W,59°32'12.63"N,154°23'31.20"W,59°32'14.42"N,154°38'15.61"W,59.600075,-154.512416,59.663223,-154.63267,59.662891,-154.387,59.536842,-154.392,59.53734,-154.63767,AR5780026677620,AR5780026677620,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677620
296,AR5780026677649,5,,2,78000,,002667,7649,1978/08/26,65750,0000,13,8,1,5780026677649,65003,229mm x 229mm,304.68 mm,5,,59°24'08.25"N,154°04'46.79"W,59°27'54.00"N,154°12'24.01"W,59°27'54.00"N,153°57'43.99"W,59°20'18.76"N,153°57'02.02"W,59°20'26.55"N,154°11'42.00"W,59.402291,-154.079665,59.465,-154.20667,59.465,-153.96222,59.338545,-153.95056,59.340708,-154.195,AR5780026677649,AR5780026677649,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677649
297,AR5780026677648,5,,2,78000,,002667,7648,1978/08/26,65750,0000,13,8,1,5780026677648,65003,229mm x 229mm,304.68 mm,5,,59°24'09.99"N,154°11'21.73"W,59°27'54.00"N,154°18'54.00"W,59°27'54.00"N,154°04'23.99"W,59°20'22.30"N,154°03'42.01"W,59°20'30.00"N,154°18'11.99"W,59.402776,-154.189369,59.465,-154.315,59.465,-154.07333,59.339528,-154.06167,59.341667,-154.30333,AR5780026677648,AR5780026677648,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677648
298,AR5780026677659,5,,2,78000,,002667,7659,1978/08/26,65714,0000,13,8,1,5780026677659,65003,229mm x 229mm,304.68 mm,5,,59°29'30.80"N,153°47'40.22"W,59°33'18.99"N,153°54'47.48"W,59°33'14.18"N,153°40'04.51"W,59°25'43.45"N,153°40'34.50"W,59°25'46.65"N,153°55'17.51"W,59.49189,-153.794505,59.555274,-153.91319,59.553939,-153.66792,59.428736,-153.67625,59.429625,-153.92153,AR5780026677659,AR5780026677659,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677659
299,AR5780026677613,5,,2,78000,,002667,7613,1978/08/26,65333,0000,13,8,1,5780026677613,65003,229mm x 229mm,304.68 mm,5,,59°35'55.45"N,153°43'10.78"W,59°39'43.76"N,153°50'27.89"W,59°39'42.56"N,153°35'35.09"W,59°32'06.84"N,153°35'53.09"W,59°32'08.65"N,153°50'45.89"W,59.598737,-153.719662,59.662156,-153.84108,59.661822,-153.59308,59.535233,-153.59808,59.535735,-153.84608,AR5780026677613,AR5780026677613,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677613
300,AR5780026677650,5,,2,78000,,002667,7650,1978/08/26,65750,0000,13,8,1,5780026677650,65003,229mm x 229mm,304.68 mm,5,,59°24'06.45"N,153°58'01.85"W,59°27'54.00"N,154°05'44.02"W,59°27'54.00"N,153°50'53.99"W,59°20'15.13"N,153°50'12.01"W,59°20'23.01"N,154°05'02.00"W,59.401793,-153.967181,59.465,-154.09556,59.465,-153.84833,59.337537,-153.83667,59.339725,-154.08389,AR5780026677650,AR5780026677650,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677650
301,AR5780026677660,5,,2,78000,,002667,7660,1978/08/26,65714,0000,13,8,1,5780026677660,65003,229mm x 229mm,304.68 mm,5,,59°29'32.62"N,153°54'22.22"W,59°33'21.18"N,154°01'30.00"W,59°33'16.37"N,153°46'46.02"W,59°25'44.90"N,153°47'16.01"W,59°25'48.11"N,154°01'59.99"W,59.492395,-153.906172,59.555883,-154.025,59.554546,-153.77945,59.42914,-153.78778,59.43003,-154.03333,AR5780026677660,AR5780026677660,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677660
302,AR5780026677614,5,,2,78000,,002667,7614,1978/08/26,65333,0000,13,8,1,5780026677614,65003,229mm x 229mm,304.68 mm,5,,59°35'56.15"N,153°50'02.10"W,59°39'44.32"N,153°57'18.61"W,59°39'43.11"N,153°42'27.00"W,59°32'07.67"N,153°42'45.00"W,59°32'09.48"N,153°57'36.61"W,59.59893,-153.833917,59.66231,-153.95517,59.661976,-153.7075,59.535465,-153.7125,59.535967,-153.96017,AR5780026677614,AR5780026677614,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677614
303,AR5780026647348,5,,2,78000,,002664,7348,1978/08/25,66000,0000,13,8,0,5780026647348,65003,229mm x 229mm,304.68 mm,5,,60°58'57.27"N,155°02'33.38"W,61°02'30.00"N,155°10'48.00"W,61°02'52.41"N,154°55'41.99"W,60°55'21.62"N,154°54'11.99"W,60°55'06.00"N,155°09'18.00"W,60.982574,-155.042606,61.041667,-155.18,61.047892,-154.92833,60.922672,-154.90333,60.918333,-155.155,AR5780026647348,AR5780026647348,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647348
304,AR5780026647164,5,,2,78000,,002664,7164,1978/08/25,62750,0000,13,8,0,5780026647164,65003,229mm x 229mm,304.68 mm,6,,61°24'55.68"N,152°36'17.95"W,61°28'36.00"N,152°43'41.99"W,61°28'33.32"N,152°28'30.00"W,61°21'15.41"N,152°28'54.01"W,61°21'18.00"N,152°44'06.00"W,61.415467,-152.604987,61.476667,-152.72833,61.475922,-152.475,61.35428,-152.48167,61.355,-152.735,AR5780026647164,AR5780026647164,http://earthexplorer.usgs.gov/download/options/4660/AR5780026647164
